Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
GP3D_CHLMU	K1C18_HUMAN	K1C18_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|0	7	2	0.44	0.85|0.00	2|0|2|0	0.4240	0.8480	0.4269
GP3D_CHLMU	CH60_HUMAN	CH60_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|1	7	2	0.38	0.69|0.07	2|0|2|0	0.3800	0.6900	0.4743
GP3D_CHLMU	RS18_HUMAN	RS18_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|15	16	2	0.41	0.03|0.80	0|7|0|5	0.4110	0.7970	0.4437
GP3D_CHLMU	RS8_HUMAN	RS8_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|17	27	2	0.57	0.43|0.72	4|6|0|12	0.5750	0.7230	0.2268
GP3D_CHLMU	H2B1L_HUMAN	H2B1L_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|5	8	2	0.46	0.43|0.53	0|2|0|3	0.4780	0.5300	0.3576
GP3D_CHLMU	FLNA_HUMAN	FLNA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|4	8	2	0.41	0.43|0.38	0|2|1|2	0.4035	0.4320	0.4479
GP3D_CHLMU	H4_HUMAN	H4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|6	8	2	0.41	0.18|0.62	0|2|2|1	0.4020	0.6210	0.4519
GP3D_CHLMU	RS4X_HUMAN	RS4X_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|42	42	2	0.47	0.00|0.98	0|26|0|10	0.4890	0.9780	0.3296
GP3D_CHLMU	ADT2_HUMAN	ADT2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|14	21	2	0.44	0.25|0.62	3|4|6|4	0.4350	0.6210	0.4170
GP3D_CHLMU	ENOA_HUMAN	ENOA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|3	10	2	0.42	0.66|0.16	4|0|3|0	0.4120	0.6620	0.4416
GP3D_CHLMU	C1QBP_HUMAN	C1QBP_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|33	46	2	0.43	0.08|0.81	1|22|2|15	0.4420	0.8050	0.4033
GP3D_CHLMU	HNRPM_HUMAN	HNRPM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|3	10	2	0.40	0.66|0.13	4|0|3|0	0.3975	0.6610	0.4604
GP3D_CHLMU	NONO_HUMAN	NONO_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|6	10	2	0.47	0.42|0.56	2|0|4|1	0.4930	0.5650	0.3213
GP3D_CHLMU	RLA2_HUMAN	RLA2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|0	10	2	0.41	0.84|0.00	3|0|4|0	0.4180	0.8360	0.4327
GP3D_CHLMU	DDX3X_HUMAN	DDX3X_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|13	26	2	0.57	0.61|0.53	5|4|8|5	0.5710	0.6140	0.2316
GP3D_CHLMU	ATPB_HUMAN	ATPB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|6	12	2	0.50	0.52|0.49	0|2|1|6	0.5060	0.5210	0.2922
GP3D_CHLMU	RS16_HUMAN	RS16_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|8	12	2	0.40	0.27|0.56	2|3|1|3	0.4145	0.5590	0.4394
GP3D_CHLMU	RS2_HUMAN	RS2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|44	59	2	0.48	0.05|0.94	10|30|1|12	0.4945	0.9390	0.3154
GP3D_CHLMU	ATPA_HUMAN	ATPA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|17	30	2	0.61	0.58|0.66	6|12|0|8	0.6160	0.6550	0.1735
GP3D_CHLMU	RL11_HUMAN	RL11_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|20	31	2	0.49	0.30|0.66	4|9|4|10	0.4825	0.6620	0.3512
GP3D_CHLMU	EF2_HUMAN	EF2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	16|36	52	2	0.46	0.14|0.72	9|16|6|16	0.4315	0.7200	0.4207
GP3D_CHLMU	RLA0_HUMAN	RLA0_HUMAN	TCA04_2_SPC|TCA04_3_SPC	53|47	100	2	0.41	0.54|0.26	21|19|27|26	0.4020	0.5440	0.4539
GP3D_CHLMU	ROAA_HUMAN	ROAA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|16	21	2	0.37	0.12|0.67	3|8|2|5	0.3910	0.6670	0.4683
GP3D_CHLMU	PRDX2_HUMAN	PRDX2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|18	29	2	0.43	0.30|0.53	4|11|4|7	0.4150	0.5300	0.4383
GP3D_CHLMU	DHX9_HUMAN	DHX9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|71	79	2	0.45	0.01|0.88	6|34|2|33	0.4435	0.8790	0.4004
GP3D_CHLMU	MYH9_HUMAN	MYH9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|37	50	2	0.42	0.04|0.76	3|23|4|17	0.4035	0.7630	0.4479
GP3D_CHLMU	RS3A_HUMAN	RS3A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	30|48	78	2	0.33	0.18|0.48	11|28|11|25	0.3335	0.4840	0.5217
GP3D_CHLMU	SFPQ_HUMAN	SFPQ_HUMAN	TCA04_2_SPC|TCA04_3_SPC	27|57	84	2	0.45	0.08|0.82	11|42|6|22	0.4485	0.8190	0.3974
GP3D_CHLMU	RL12_HUMAN	RL12_HUMAN	TCA04_2_SPC|TCA04_3_SPC	55|30	85	2	0.48	0.78|0.18	27|9|29|17	0.4785	0.7770	0.3555
GP3D_CHLMU	RS7_HUMAN	RS7_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.33	0.00|0.63	0|1|0|0	0.3135	0.6270	0.5389
GP3D_CHLMU	HNRPQ_HUMAN	HNRPQ_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.36	0.00|0.71	0|0|0|1	0.3545	0.7090	0.5017
GP3D_CHLMU	SRSF3_HUMAN	SRSF3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|0	2	2	0.27	0.57|0.00	0|0|0|0	0.2830	0.5660	0.5534
GP3D_CHLMU	RL4_HUMAN	RL4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|8	10	2	0.35	0.11|0.61	0|4|0|4	0.3615	0.6090	0.4946
GP3D_CHLMU	RL7A_HUMAN	RL7A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|8	8	2	0.40	0.00|0.80	0|3|1|2	0.3975	0.7950	0.4604
GP3D_CHLMU	COF1_HUMAN	COF1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|2	10	2	0.34	0.61|0.09	2|0|4|2	0.3485	0.6110	0.5077
GP3D_CHLMU	PCBP1_HUMAN	PCBP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.37	0.71|0.00	1|0|0|0	0.3540	0.7080	0.5024
GP3D_CHLMU	SMD1_HUMAN	SMD1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|5	9	2	0.45	0.42|0.45	2|0|4|1	0.4365	0.4530	0.4131
GP3D_CHLMU	EF1G_HUMAN	EF1G_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.34	0.00|0.65	0|1|0|1	0.3265	0.6530	0.5294
GP3D_CHLMU	K2C4_HUMAN	K2C4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.34	0.00|0.66	0|0|0|2	0.3275	0.6550	0.5265
GP3D_CHLMU	RL22_HUMAN	RL22_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|5	9	2	0.44	0.41|0.45	0|2|1|4	0.4295	0.4530	0.4220
GP3D_CHLMU	SRSF7_HUMAN	SRSF7_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|0	7	2	0.39	0.77|0.00	3|0|2|0	0.3855	0.7710	0.4709
GP3D_CHLMU	IF4A1_HUMAN	IF4A1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.37	0.75|0.00	0|0|3|0	0.3765	0.7530	0.4793
GP3D_CHLMU	MYL6_HUMAN	MYL6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.35	0.66|0.00	0|0|1|0	0.3315	0.6630	0.5223
GP3D_CHLMU	HNRPL_HUMAN	HNRPL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|0	10	2	0.45	0.90|0.00	4|0|4|0	0.4510	0.9020	0.3943
GP3D_CHLMU	XRCC5_HUMAN	XRCC5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	56|4	60	2	0.47	0.94|0.00	19|1|33|5	0.4720	0.9430	0.3711
GP3D_CHLMU	KRT35_HUMAN	KRT35_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|5	5	2	0.33	0.00|0.64	0|1|0|2	0.3210	0.6420	0.5349
GP3D_CHLMU	TCPD_HUMAN	TCPD_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|0	2	2	0.23	0.48|0.00	0|0|0|0	0.2415	0.4830	0.5775
GP3D_CHLMU	1433E_HUMAN	1433E_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.35	0.69|0.00	1|0|0|0	0.3435	0.6870	0.5136
GP3D_CHLMU	ENPL_HUMAN	ENPL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.33	0.00|0.65	0|0|0|1	0.3270	0.6540	0.5288
GP3D_CHLMU	TCPA_HUMAN	TCPA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|3	5	2	0.36	0.31|0.42	1|0|0|2	0.3665	0.4230	0.4894
GP3D_CHLMU	PPIA_HUMAN	PPIA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.33	0.00|0.65	0|0|0|1	0.3270	0.6540	0.5288
GP3D_CHLMU	TCPQ_HUMAN	TCPQ_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.35	0.69|0.00	0|0|1|0	0.3465	0.6930	0.5103
GP3D_CHLMU	ROA3_HUMAN	ROA3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.38	0.00|0.76	0|2|1|1	0.3775	0.7550	0.4777
GP3D_CHLMU	TCPE_HUMAN	TCPE_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|6	11	2	0.43	0.41|0.43	1|3|2|3	0.4175	0.4300	0.4339
GP3D_CHLMU	PARP1_HUMAN	PARP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|2	2	2	0.09	0.00|0.21	0|0|0|0	0.1035	0.2070	0.6207
GP3D_CHLMU	RS28_HUMAN	RS28_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.37	0.75|0.00	2|0|0|0	0.3740	0.7480	0.4833
GP3D_CHLMU	RS19_HUMAN	RS19_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.34	0.00|0.66	0|0|0|2	0.3305	0.6610	0.5235
GP3D_CHLMU	CLH1_HUMAN	CLH1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|8	13	2	0.31	0.22|0.43	1|5|2|3	0.3260	0.4310	0.5299
GP3D_CHLMU	TCPB_HUMAN	TCPB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|8	8	2	0.36	0.00|0.75	0|4|0|2	0.3765	0.7530	0.4793
GP3D_CHLMU	1433Z_HUMAN	1433Z_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|2	2	2	0.27	0.00|0.53	0|0|0|0	0.2650	0.5300	0.5659
GP3D_CHLMU	RS20_HUMAN	RS20_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.33	0.65|0.00	0|0|1|0	0.3255	0.6510	0.5311
GP3D_CHLMU	YBOX3_HUMAN	YBOX3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|2	2	2	0.25	0.00|0.48	0|0|0|0	0.2400	0.4800	0.5791
GP3D_CHLMU	DDX21_HUMAN	DDX21_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.36	0.16|0.57	0|2|0|0	0.3670	0.5730	0.4879
GP3D_CHLMU	DCD_HUMAN	DCD_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.35	0.00|0.68	2|2|0|0	0.3390	0.6780	0.5155
GP3D_CHLMU	RS15A_HUMAN	RS15A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|3	5	2	0.38	0.36|0.40	1|0|1|1	0.3795	0.3970	0.4760
GP3D_CHLMU	TCPZ_HUMAN	TCPZ_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.38	0.52|0.21	1|0|3|0	0.3630	0.5200	0.4917
GP3D_CHLMU	TIF1B_HUMAN	TIF1B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|0	2	2	0.18	0.37|0.00	0|0|0|0	0.1870	0.3740	0.5952
GP3D_CHLMU	RS10_HUMAN	RS10_HUMAN	TCA04_2_SPC|TCA04_3_SPC	9|12	21	2	0.39	0.38|0.43	2|8|4|5	0.4030	0.4300	0.4509
GP3D_CHLMU	RS17_HUMAN	RS17_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|2	2	2	0.29	0.00|0.58	0|0|0|0	0.2920	0.5840	0.5507
GP3D_CHLMU	SMD3_HUMAN	SMD3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|0	2	2	0.30	0.56|0.00	0|0|0|0	0.2780	0.5560	0.5562
GP3D_CHLMU	XRCC6_HUMAN	XRCC6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	25|42	67	2	0.49	0.27|0.70	10|26|8|22	0.4835	0.6950	0.3468
GP3D_CHLMU	PRKDC_HUMAN	PRKDC_HUMAN	TCA04_2_SPC|TCA04_3_SPC	20|20	40	2	0.48	0.56|0.42	7|9|14|9	0.4880	0.5570	0.3348
GP3D_CHLMU	RL7_HUMAN	RL7_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|18	25	2	0.39	0.11|0.69	4|6|5|9	0.3985	0.6900	0.4586
GP3D_CHLMU	ANM5_HUMAN	ANM5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|11	22	2	0.44	0.47|0.37	5|4|5|7	0.4220	0.4730	0.4292
GP3D_CHLMU	THIO_HUMAN	THIO_HUMAN	TCA04_2_SPC|TCA04_3_SPC	38|5	43	2	0.38	0.71|0.02	15|1|14|13	0.3660	0.7100	0.4902
GP3D_CHLMU	SMD2_HUMAN	SMD2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	9|8	17	2	0.37	0.42|0.32	4|4|5|3	0.3710	0.4210	0.4840
GP3D_CHLMU	SF3B3_HUMAN	SF3B3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	14|3	17	2	0.39	0.75|0.03	7|0|5|4	0.3940	0.7540	0.4658
GP3D_CHLMU	TCPH_HUMAN	TCPH_HUMAN	TCA04_2_SPC|TCA04_3_SPC	28|45	73	2	0.46	0.24|0.65	15|33|8|19	0.4485	0.6530	0.3974
GP3D_CHLMU	ALDOA_HUMAN	ALDOA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	34|20	54	2	0.42	0.73|0.10	17|5|15|18	0.4160	0.7340	0.4361
GP3D_CHLMU	PTBP1_HUMAN	PTBP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	16|49	65	2	0.45	0.02|0.80	9|34|0|24	0.4090	0.8010	0.4447
GP3D_CHLMU	PABP1_HUMAN	PABP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|1	14	2	0.39	0.78|0.01	4|1|8|0	0.3940	0.7810	0.4649
GP3D_CHLMU	RL6_HUMAN	RL6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|13	14	2	0.39	0.04|0.74	0|9|0|4	0.3920	0.7430	0.4666
GP3D_CHLMU	FLNB_HUMAN	FLNB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	24|0	24	2	0.50	0.99|0.00	6|0|18|0	0.4945	0.9890	0.3184
GP3D_CHLMU	SF3B1_HUMAN	SF3B1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	19|16	35	2	0.35	0.48|0.22	8|13|9|6	0.3490	0.4780	0.5071
GP3D_CHLMU	MATR3_HUMAN	MATR3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|5	10	2	0.36	0.37|0.35	0|3|2|4	0.3600	0.3690	0.4968
GP3D_CHLMU	RSMN_HUMAN	RSMN_HUMAN	TCA04_2_SPC|TCA04_3_SPC	37|31	68	2	0.28	0.44|0.11	19|12|23|18	0.2765	0.4420	0.5578
GP3D_CHLMU	RS9_HUMAN	RS9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|9	9	2	0.36	0.00|0.76	0|4|0|4	0.3795	0.7590	0.4760
GP3D_CHLMU	EF1B_HUMAN	EF1B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|8	9	2	0.32	0.07|0.60	0|4|0|4	0.3360	0.6040	0.5180
GP3D_CHLMU	DHX15_HUMAN	DHX15_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|6	9	2	0.36	0.21|0.48	0|3|1|4	0.3465	0.4820	0.5103
GP3D_CHLMU	FAS_HUMAN	FAS_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|8	18	2	0.28	0.42|0.15	3|5|4|6	0.2820	0.4180	0.5551
GP3D_CHLMU	RL9_HUMAN	RL9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|0	7	2	0.37	0.76|0.00	2|0|4|0	0.3780	0.7560	0.4768
GP3D_CHLMU	MYH10_HUMAN	MYH10_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|26	41	2	0.36	0.20|0.54	6|18|6|14	0.3690	0.5350	0.4856
GP3D_CHLMU	TCPG_HUMAN	TCPG_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|9	15	2	0.33	0.28|0.35	4|2|5|4	0.3150	0.3470	0.5366
GP3D_CHLMU	KIF11_HUMAN	KIF11_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|0	6	2	0.35	0.72|0.00	2|0|3|0	0.3605	0.7210	0.4961
GP3D_CHLMU	RBM39_HUMAN	RBM39_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.31	0.45|0.15	1|2|0|2	0.3020	0.4520	0.5464
GP3D_CHLMU	RL3_HUMAN	RL3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|1	6	2	0.37	0.68|0.05	0|0|5|0	0.3630	0.6780	0.4924
GP3D_CHLMU	IMA1_HUMAN	IMA1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|3	14	2	0.41	0.77|0.03	5|0|9|0	0.3985	0.7670	0.4586
GP3D_CHLMU	MEP50_HUMAN	MEP50_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.33	0.50|0.17	0|0|3|2	0.3340	0.4980	0.5211
GP3D_CHLMU	U5S1_HUMAN	U5S1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.33	0.00|0.62	0|3|0|2	0.3085	0.6170	0.5432
GP3D_CHLMU	IMB1_HUMAN	IMB1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.36	0.00|0.71	0|0|0|5	0.3560	0.7120	0.5003
GP3D_CHLMU	SPTN1_HUMAN	SPTN1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|3	13	2	0.31	0.56|0.04	5|2|4|2	0.3015	0.5600	0.5469
GP3D_CHLMU	PRDX4_HUMAN	PRDX4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.34	0.18|0.47	0|1|0|3	0.3220	0.4680	0.5344
GP3D_CHLMU	PRP8_HUMAN	PRP8_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|3	5	2	0.25	0.21|0.29	2|2|0|0	0.2470	0.2890	0.5732
GP3D_CHLMU	RSSA_HUMAN	RSSA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	26|14	40	2	0.34	0.63|0.07	13|4|18|9	0.3510	0.6290	0.5064
GP3D_CHLMU	RS5_HUMAN	RS5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.32	0.65|0.00	1|0|2|1	0.3255	0.6510	0.5311
GP3D_CHLMU	RL27_HUMAN	RL27_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|2	5	2	0.31	0.37|0.26	0|2|1|1	0.3120	0.3680	0.5399
GP3D_CHLMU	PRDX6_HUMAN	PRDX6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|4	19	2	0.37	0.69|0.04	8|0|9|3	0.3685	0.6940	0.4864
GP3D_CHLMU	ILF3_HUMAN	ILF3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	44|17	61	2	0.40	0.79|0.02	20|6|22|20	0.4005	0.7850	0.4548
GP3D_CHLMU	EF1D_HUMAN	EF1D_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.29	0.14|0.47	0|2|0|2	0.3090	0.4740	0.5421
GP3D_CHLMU	SYEP_HUMAN	SYEP_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|12	12	2	0.40	0.00|0.77	0|4|0|8	0.3870	0.7740	0.4692
GP3D_CHLMU	RL14_HUMAN	RL14_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|2	5	2	0.29	0.36|0.23	1|0|2|1	0.2915	0.3570	0.5512
GP3D_CHLMU	RL5_HUMAN	RL5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|10	18	2	0.32	0.31|0.32	8|5|1|5	0.3150	0.3180	0.5366
GP3D_CHLMU	RAN_HUMAN	RAN_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|8	18	2	0.34	0.46|0.23	6|3|4|6	0.3435	0.4580	0.5136
GP3D_CHLMU	RS12_HUMAN	RS12_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|7	18	2	0.29	0.44|0.16	6|2|9|2	0.3025	0.4410	0.5459
GP3D_CHLMU	1433T_HUMAN	1433T_HUMAN	TCA04_2_SPC|TCA04_3_SPC	67|28	95	2	0.41	0.79|0.02	36|10|38|25	0.4020	0.7850	0.4539
GP3D_CHLMU	SERA_HUMAN	SERA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.28	0.60|0.00	0|0|2|1	0.2980	0.5960	0.5480
GP3D_CHLMU	RUVB1_HUMAN	RUVB1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|0	10	2	0.40	0.79|0.00	5|0|5|0	0.3940	0.7880	0.4649
GP3D_CHLMU	ILF2_HUMAN	ILF2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|1	4	2	0.30	0.42|0.14	1|1|0|1	0.2800	0.4230	0.5556
GP3D_CHLMU	RS11_HUMAN	RS11_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.35	0.71|0.00	0|0|3|0	0.3535	0.7070	0.5044
GP3D_CHLMU	ANXA2_HUMAN	ANXA2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.34	0.68|0.00	0|0|3|0	0.3385	0.6770	0.5161
GP3D_CHLMU	RL15_HUMAN	RL15_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|8	16	2	0.11	0.13|0.09	3|6|3|5	0.1110	0.1300	0.6174
GP3D_CHLMU	PROF1_HUMAN	PROF1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|13	16	2	0.32	0.10|0.52	2|5|1|9	0.3090	0.5180	0.5421
GP3D_CHLMU	PYR1_HUMAN	PYR1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.32	0.63|0.00	0|0|3|0	0.3150	0.6300	0.5355
GP3D_CHLMU	IF4A3_HUMAN	IF4A3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.28	0.00|0.55	0|1|0|2	0.2740	0.5480	0.5600
GP3D_CHLMU	FLNC_HUMAN	FLNC_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|6	9	2	0.23	0.13|0.34	2|4|2|1	0.2345	0.3410	0.5817
GP3D_CHLMU	ML12B_HUMAN	ML12B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|2	9	2	0.29	0.50|0.09	3|2|3|1	0.2950	0.4990	0.5491
GP3D_CHLMU	RO52_HUMAN	RO52_HUMAN	TCA04_2_SPC|TCA04_3_SPC	36|80	116	2	0.24	0.04|0.46	25|40|31|40	0.2465	0.4570	0.5743
GP3D_CHLMU	U520_HUMAN	U520_HUMAN	TCA04_2_SPC|TCA04_3_SPC	14|0	14	2	0.42	0.87|0.00	6|0|9|0	0.4370	0.8740	0.4118
GP3D_CHLMU	SKP1_HUMAN	SKP1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|0	8	2	0.38	0.73|0.00	4|0|3|1	0.3665	0.7330	0.4894
GP3D_CHLMU	RL13A_HUMAN	RL13A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|1	3	2	0.28	0.38|0.22	0|1|1|0	0.2995	0.3810	0.5475
GP3D_CHLMU	SPTB2_HUMAN	SPTB2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.19	0.00|0.39	0|1|0|1	0.1925	0.3850	0.5934
GP3D_CHLMU	PABP4_HUMAN	PABP4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.28	0.00|0.53	0|2|0|0	0.2635	0.5270	0.5680
GP3D_CHLMU	GTF2I_HUMAN	GTF2I_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.30	0.00|0.55	0|2|0|0	0.2730	0.5460	0.5611
GP3D_CHLMU	RUVB2_HUMAN	RUVB2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|6	13	2	0.13	0.19|0.11	5|3|4|2	0.1475	0.1850	0.6064
GP3D_CHLMU	RL26_HUMAN	RL26_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.31	0.63|0.00	0|0|2|0	0.3140	0.6280	0.5377
GP3D_CHLMU	ACTN4_HUMAN	ACTN4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|0	8	2	0.38	0.75|0.00	3|0|4|1	0.3750	0.7500	0.4817
GP3D_CHLMU	LDHA_HUMAN	LDHA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|21	28	2	0.36	0.05|0.65	3|13|3|13	0.3535	0.6530	0.5031
GP3D_CHLMU	EFTU_HUMAN	EFTU_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.26	0.00|0.53	0|2|0|0	0.2640	0.5280	0.5675
GP3D_CHLMU	KHDR1_HUMAN	KHDR1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|2	8	2	0.24	0.45|0.10	0|2|2|4	0.2705	0.4460	0.5616
GP3D_CHLMU	DX39A_HUMAN	DX39A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|0	8	2	0.38	0.81|0.00	2|0|6|0	0.4030	0.8060	0.4499
GP3D_CHLMU	PRDX3_HUMAN	PRDX3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|14	22	2	0.31	0.21|0.44	11|6|2|6	0.3240	0.4390	0.5322
GP3D_CHLMU	TPM3_HUMAN	TPM3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|4	17	2	0.31	0.59|0.05	6|1|8|4	0.3230	0.5940	0.5333
